Run Fitness1 Solution1 Elite1 Iteration1 Fitness2 Solution2 Elite2 Iteration2
1 454835.60 3041021 T 1 453050.40 1041021 F 2
1 454835.60 3041021 T 1 456426.80 0041021 F 2
1 454835.60 3041021 T 1 2779610.22 2041021 T 2
1 454835.60 3041021 T 1 454724.40 1051031 F 2
1 454835.60 3041021 T 1 454084.00 3051021 T 2
1 454835.60 3041021 T 1 455825.20 3041031 T 2
1 454835.60 3041021 T 1 3238258.80 2051031 F 2
1 454835.60 3041021 T 1 3062097.75 2041031 F 2
1 454835.60 3041021 T 1 453050.40 1041021 F 2
1 454835.60 3041021 T 1 460237.20 3021021 T 2
1 454835.60 3041021 T 1 452860.40 0051011 F 2
1 454835.60 3041021 T 1 3062097.75 2041031 F 2
1 454835.60 3041021 T 1 454084.00 3051021 T 2
1 454835.60 3041021 T 1 2776775.33 2031021 F 2
1 454835.60 3041021 T 1 451594.40 0031021 F 2
1 454835.60 3041021 T 1 454084.00 3051021 T 2
1 454835.60 3041021 T 1 423983.20 3061011 T 2
1 454835.60 3041021 T 1 2391171.64 0031011 F 2
1 454835.60 3041021 T 1 451594.40 0031021 F 2
1 454835.60 3041021 T 1 452352.00 1041031 F 2
1 454835.60 3041021 T 1 454835.60 3041021 T 2
1 454835.60 3041021 T 1 2388848.00 2041011 F 2
1 454835.60 3041021 T 1 2391171.64 0031011 F 2
1 454835.60 3041021 T 1 452413.20 0041031 F 2
1 454835.60 3041021 T 1 455825.20 3041031 T 2
1 454835.60 3041021 T 1 456426.80 0041021 F 2
1 454835.60 3041021 T 1 453551.60 1041011 F 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 3253238.80 2041041 F 2
1 454835.60 3041021 T 1 453885.20 3031031 T 2
1 454835.60 3041021 T 1 456426.80 0041021 F 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 1617578.33 1051021 F 2
1 454835.60 3041021 T 1 2779610.22 2041021 T 2
1 454835.60 3041021 T 1 3066044.00 2021021 F 2
1 454835.60 3041021 T 1 3062097.75 2041031 F 2
1 454835.60 3041021 T 1 1856602.80 0051021 F 2
1 454835.60 3041021 T 1 456137.20 0061021 T 2
1 454835.60 3041021 T 1 455825.20 3041031 T 2
1 454835.60 3041021 T 1 3252540.80 2021031 F 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 452298.40 3041041 T 2
1 454835.60 3041021 T 1 454718.00 3051011 T 2
1 454835.60 3041021 T 1 452413.20 0041031 F 2
1 454835.60 3041021 T 1 454835.60 3041021 T 2
1 454835.60 3041021 T 1 1862783.20 1031011 F 2
1 454835.60 3041021 T 1 2776775.33 2031021 F 2
1 454835.60 3041021 T 1 455825.20 3041031 T 2
1 454835.60 3041021 T 1 2776775.33 2031021 F 2
1 454835.60 3041021 T 1 2390959.09 2051021 F 2
1 454835.60 3041021 T 1 454254.40 2061031 F 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 2781882.44 0031031 F 2
1 454835.60 3041021 T 1 3058865.50 2031031 F 2
1 454835.60 3041021 T 1 1856602.80 0051021 F 2
1 454835.60 3041021 T 1 1862409.60 1031021 F 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 454835.60 3041021 T 2
1 454835.60 3041021 T 1 451661.60 3051031 T 2
1 454835.60 3041021 T 1 454835.60 3041021 T 2
1 454835.60 3041021 T 1 453885.20 3031031 T 2
1 454835.60 3041021 T 1 452413.20 0041031 F 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 2765271.78 3021011 T 2
1 454835.60 3041021 T 1 453050.40 1041021 F 2
1 454835.60 3041021 T 1 453551.60 1041011 F 2
1 454835.60 3041021 T 1 454273.20 0041011 F 2
1 454835.60 3041021 T 1 454084.00 3051021 T 2
1 454835.60 3041021 T 1 454084.00 3051021 T 2
1 454835.60 3041021 T 1 1856602.80 0051021 F 2
1 454835.60 3041021 T 1 3062097.75 2041031 F 2
1 454835.60 3041021 T 1 454835.60 3041021 T 2
1 454835.60 3041021 T 1 452413.20 0041031 F 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 456426.80 0041021 F 2
1 454835.60 3041021 T 1 456426.80 0041021 F 2
1 454835.60 3041021 T 1 453885.20 3031031 T 2
1 454835.60 3041021 T 1 3062097.75 2041031 F 2
1 454835.60 3041021 T 1 1617578.33 1051021 F 2
1 454835.60 3041021 T 1 1617578.33 1051021 F 2
1 454835.60 3041021 T 1 454835.60 3041021 T 2
1 454835.60 3041021 T 1 422055.20 3041011 T 2
1 454835.60 3041021 T 1 2779610.22 2041021 T 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 2779610.22 2041021 T 2
1 454835.60 3041021 T 1 2781882.44 0031031 F 2
1 454835.60 3041021 T 1 452413.20 0041031 F 2
1 454835.60 3041021 T 1 2779610.22 2041021 T 2
1 454835.60 3041021 T 1 451661.60 3051031 T 2
1 454835.60 3041021 T 1 451661.60 3051031 T 2
1 454835.60 3041021 T 1 2777718.67 2031011 F 2
1 454835.60 3041021 T 1 455825.20 3041031 T 2
1 454835.60 3041021 T 1 2776775.33 2031021 F 2
1 454835.60 3041021 T 1 2778824.44 2061021 F 2
1 454835.60 3041021 T 1 425092.40 3031021 T 2
1 454835.60 3041021 T 1 451661.60 3051031 T 2
1 454835.60 3041021 T 1 452298.40 3041041 T 2
1 454835.60 3041021 T 1 454084.00 3051021 T 2
1 454835.60 3041021 T 1 452413.20 0041031 F 2
1 454835.60 3041021 T 1 454718.00 3051011 T 2
1 3302838.80 3011021 T 1 3302838.80 3011021 T 2
1 3302838.80 3011021 T 1 4665478.00 1001011 F 2
1 3302838.80 3011021 T 1 3157214.00 3011031 T 2
1 3302838.80 3011021 T 1 4053865.33 2011021 F 2
1 3302838.80 3011021 T 1 3217672.40 3001021 T 2
