Run Fitness1 Solution1 Elite1 Iteration1 Fitness2 Solution2 Elite2 Iteration2
1 32627569.89 433350950076055005xxxxxx351 T 1 33078373.20 231500900066055xxxxxx701350 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33000185.20 233450550031015xxxxxx601401 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33435709.00 423150700041095075xxxxxx350 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33049241.20 332200650056040xxx021xxx301 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33449518.40 134950800091070xxxxxxxxx501 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 38199750.20 201850900046070xxxxxx301xxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32903850.80 422600950086020045xxxxxx451 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33084045.00 231201000056045xxxxxx701351 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33138531.00 433150700026080010xxxxxx251 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32818215.40 334700750056075xxx021xxx201 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 38381157.20 102550600051090xxxxxxxxxxxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33286728.00 113600800046050xxxxxxxxx251 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33132251.60 431800850011050035xxxxxx200 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33456807.20 213000950041025xxxxxx501200 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33541700.40 321750900076065xxx071xxx400 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33888517.20 113600550076085xxxxxxxxx251 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32991991.00 334200850086035xxx091xxx301 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 37977250.40 201750900016055xxxxxx301xxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33601810.80 022150800091090xxxxxxxxx301 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33801861.80 113250400001060xxxxxxxxx301 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33183240.40 120950900071045xxxxxxxxx201 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33259155.80 024000850086055xxxxxxxxx250 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33015437.40 034050850066040xxxxxxxxx301 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33175416.40 331950650076090xxx021xxx350 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 39317149.80 403550550061045025xxxxxxxxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32821745.00 421900650056050045xxxxxx151 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33282337.80 222000800096045xxxxxx501251 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 38584060.40 101850700081045xxxxxxxxxxxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 38617703.60 304100650026050xxx051xxxxxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32914752.20 333200450086045xxx071xxx451 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33652263.80 421500100041055020xxxxxx201 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32755773.00 421650400056045040xxxxxx501 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33426687.40 021900500026020xxxxxxxxx200 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33148734.40 033550950056085xxxxxxxxx451 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33332792.60 411350850066030015xxxxxx400 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 39383278.40 004200700096065xxxxxxxxxxxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 38565881.40 203000800046050xxxxxx001xxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32925434.80 133400950071050xxxxxxxxx401 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33975713.80 320650800046045xxx081xxx201 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33088882.40 333950750096010xxx051xxx300 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 38467856.20 001300600021090xxxxxxxxxxxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33074450.40 134700900066035xxxxxxxxx301 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33242412.40 033150800096080xxxxxxxxx400 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33327376.00 230650900086075xxxxxx501450 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 38306791.60 303050950076055xxx001xxxxxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 38846811.40 001550200091055xxxxxxxxxxxx F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33250716.00 331600550066080xxx061xxx300 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32733054.50 433400750066065010xxxxxx251 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 32726532.83 434400600071025040xxxxxx251 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33553369.20 321800550086055xxx091xxx351 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33597118.40 412950500086080040xxxxxx101 F 2
1 32627569.89 433350950076055005xxxxxx351 T 1 33067064.00 224100650041070xxxxxx301400 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 38637564.80 404500650061035030xxxxxxxxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32946350.20 032750550026010xxxxxxxxx101 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 39832243.60 403500150076050080xxxxxxxxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32803134.60 132900900036010xxxxxxxxx151 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32619457.44 431950700026025070xxxxxx101 T 2
1 32667179.14 434500700061020080xxxxxx100 T 1 34272680.00 013500850026045xxxxxxxxx051 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32891501.20 434650550006050090xxxxxx400 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33058762.40 122900450046030xxxxxxxxx150 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32911855.40 413350650066050075xxxxxx350 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32922976.00 132750500061050xxxxxxxxx100 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33072778.40 033050700031025xxxxxxxxx151 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33544391.00 311750500081045xxx021xxx350 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 38334337.20 404700650016025080xxxxxxxxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32619535.14 432850950061010070xxxxxx151 T 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33476634.60 014950750056060xxxxxxxxx150 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32778722.40 433200350051035085xxxxxx101 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33215650.20 314750800061025xxx041xxx151 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33991230.20 213850650056040xxxxxx601050 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32976855.80 432100850096075075xxxxxx150 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32987361.20 412750450096045040xxxxxx151 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 37992230.00 404950500091040090xxxxxxxxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33260924.60 134950600066010xxxxxxxxx251 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33007944.00 124050900006010xxxxxxxxx050 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 38251054.40 402400950081040045xxxxxxxxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32727715.67 434450750036010055xxxxxx151 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 39900215.80 304700950036020xxx091xxxxxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 47158458.60 204750350066015xxxxxx701xxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33743944.00 414800900046015095xxxxxx150 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33309328.80 224950750011070xxxxxx001050 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33101777.40 412950400081020095xxxxxx250 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 39507825.40 303900750071030xxx081xxxxxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33120138.60 032500950061015xxxxxxxxx100 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 40596515.40 204850850076030xxxxxx601xxx F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 32953174.00 424500900031025030xxxxxx050 F 2
1 32667179.14 434500700061020080xxxxxx100 T 1 33041124.80 232700400041045xxxxxx601151 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 32815230.40 424750850086065050xxxxxx300 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 32894785.60 422700450006010040xxxxxx301 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 38802468.80 302850350081095xxx071xxxxxx F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 33554965.40 314350350006060xxx081xxx250 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 33549214.80 233750300086045xxxxxx601150 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 33543905.00 234350600086020xxxxxx401351 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 38416701.60 404950550086030055xxxxxxxxx F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 32967100.60 434000450056075055xxxxxx350 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 40287315.20 003500200056045xxxxxxxxxxxx F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 32943253.60 334850100066055xxx001xxx151 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 32877117.20 334200250071075xxx091xxx150 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 32893412.20 323600800076075xxx001xxx150 F 2
1 32685886.29 433950400071050060xxxxxx251 T 1 32896557.00 413450300086065025xxxxxx300 F 2
