Run Fitness1 Solution1 Elite1 Iteration1 Fitness2 Solution2 Elite2 Iteration2
1 32627569.89 433380972079055004xxxxxx351 T 1 33078373.20 231520922069055xxxxxx701380 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33000185.20 233440574033015xxxxxx601441 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33435709.00 423160728041099076xxxxxx350 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33049241.20 332220688057039xxx021xxx321 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33449518.40 134980838095069xxxxxxxxx501 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 38199750.20 201860924049071xxxxxx351xxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32903850.80 422620958087021048xxxxxx471 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33084045.00 231220998059045xxxxxx701381 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33138531.00 433160720027079012xxxxxx291 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32818215.40 334740764059079xxx027xxx201 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 38381157.20 102560632053093xxxxxxxxxxxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33286728.00 113640808049053xxxxxxxxx261 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33132251.60 431840880011053036xxxxxx230 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33456807.20 213040974041025xxxxxx501200 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33541700.40 321780927077067xxx077xxx380 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33888517.20 113620586079089xxxxxxxxx291 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32991991.00 334240864089035xxx091xxx291 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 37977250.40 201740924019057xxxxxx351xxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33601810.80 022160834093093xxxxxxxxx321 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33801861.80 113240412001063xxxxxxxxx321 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33183240.40 120940934075049xxxxxxxxx231 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33259155.80 024020866089057xxxxxxxxx260 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33015437.40 034080888067041xxxxxxxxx321 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33175416.40 331960660077093xxx027xxx350 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 39317149.80 403580584061047028xxxxxxxxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32821745.00 421920676055053046xxxxxx171 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33282337.80 222020826097047xxxxxx551231 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 38584060.40 101860740081045xxxxxxxxxxxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 38617703.60 304120690027053xxx057xxxxxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32914752.20 333200488089045xxx073xxx471 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33652263.80 421540132041055020xxxxxx231 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32755773.00 421680408055049040xxxxxx501 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33426687.40 021900544029021xxxxxxxxx200 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33148734.40 033580974055089xxxxxxxxx471 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33332792.60 411340848067033016xxxxxx410 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 39383278.40 004220720095065xxxxxxxxxxxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 38565881.40 203000840047051xxxxxx051xxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32925434.80 133420972071053xxxxxxxxx411 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33975713.80 320660842047045xxx085xxx201 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33088882.40 333980760097011xxx051xxx290 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 38467856.20 001300644023093xxxxxxxxxxxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33074450.40 134700906067039xxxxxxxxx291 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33242412.40 033180826099083xxxxxxxxx410 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33327376.00 230660948091075xxxxxx551440 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 38306791.60 303080966079059xxx007xxxxxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 38846811.40 001560230093059xxxxxxxxxxxx F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33250716.00 331620596067081xxx065xxx320 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32733054.50 433420762067067014xxxxxx261 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 32726532.83 434440634073025044xxxxxx261 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33553369.20 321820552085059xxx099xxx351 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33597118.40 412960504087083040xxxxxx111 F 2
1 32627569.89 433380972079055004xxxxxx351 T 1 33067064.00 224120658041071xxxxxx301440 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 38637564.80 404540696061037030xxxxxxxxx F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32946350.20 032780576027013xxxxxxxxx111 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 39832243.60 403520186075051082xxxxxxxxx F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32803134.60 132920914037011xxxxxxxxx141 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32619457.44 431980728027027074xxxxxx141 T 2
1 32667179.14 434500726061021082xxxxxx080 T 1 34272680.00 013500862029049xxxxxxxxx051 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32891501.20 434660568006053092xxxxxx410 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33058762.40 122920486049031xxxxxxxxx170 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32911855.40 413360684067051076xxxxxx380 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32922976.00 132760508065053xxxxxxxxx110 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33072778.40 033080730031027xxxxxxxxx171 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33544391.00 311800504081047xxx027xxx380 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 38334337.20 404740656019029080xxxxxxxxx F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32619535.14 432860960063009072xxxxxx141 T 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33476634.60 014960782055059xxxxxxxxx140 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32778722.40 433240396051039086xxxxxx111 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33215650.20 314780798065025xxx049xxx141 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33991230.20 213880672055043xxxxxx601050 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32976855.80 432120877097077074xxxxxx140 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32987361.20 412780452097047040xxxxxx141 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 37992230.00 404980528095043094xxxxxxxxx F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33260924.60 134960610069013xxxxxxxxx261 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33007944.00 124080898006011xxxxxxxxx080 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 38251054.40 402420964081041048xxxxxxxxx F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 32727715.67 434480752039011056xxxxxx141 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 39900215.80 304700964035021xxx097xxxxxx F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 47158458.60 204760372067017xxxxxx701xxx F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33743944.00 414820927047019098xxxxxx140 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33309328.80 224960752015073xxxxxx001050 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33101777.40 412980402081021096xxxxxx290 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 39507825.40 303900758075031xxx081xxxxxx F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 33120138.60 032540984065019xxxxxxxxx080 F 2
1 32667179.14 434500726061021082xxxxxx080 T 1 40596515.40 204860888079031xxxxxx601xxx F 2
