Run Fitness1 Solution1 Elite1 Iteration1 Fitness2 Solution2 Elite2 Iteration2
1 32656561.86 433350950076055005xxxxxx351 T 1 33089060.40 231500900066055xxxxxx701350 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33000185.20 233450550031015xxxxxx601401 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33430819.80 423150700041095075xxxxxx350 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33053725.60 332200650056040xxx021xxx301 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33449518.40 134950800091070xxxxxxxxx501 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 38202107.80 201850900046070xxxxxx301xxx F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 32903731.80 422600950086020045xxxxxx451 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33074941.60 231201000056045xxxxxx701351 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33147295.40 433150700026080010xxxxxx251 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 32808004.80 334700750056075xxx021xxx201 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 38376962.00 102550600051090xxxxxxxxxxxx F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33279627.80 113600800046050xxxxxxxxx251 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33123406.80 431800850011050035xxxxxx200 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33453460.20 213000950041025xxxxxx501200 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33541700.40 321750900076065xxx071xxx400 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33888517.20 113600550076085xxxxxxxxx251 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 32991991.00 334200850086035xxx091xxx301 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 37977250.40 201750900016055xxxxxx301xxx F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33601810.80 022150800091090xxxxxxxxx301 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33757896.20 113250400001060xxxxxxxxx301 F 2
1 32656561.86 433350950076055005xxxxxx351 T 1 33198305.60 120950900071045xxxxxxxxx201 F 2
